"ISO","year","total_deaths","conflict"
"FRA",2006,0,0
"FRA",2007,0,0
"FRA",2008,2,0
"FRA",2009,0,0
"FRA",2010,0,0
"FRA",2011,0,0
"FRA",2012,0,0
"FRA",2013,4,0
"FRA",2014,0,0
"FRA",2015,0,0
"FRA",2016,133,1
"FRA",2017,87,1
"FRA",2018,2,0
"FRA",2019,13,0
"FSM",2000,0,0
"FSM",2001,0,0
"FSM",2002,0,0
"FSM",2003,0,0
"FSM",2004,0,0
"FSM",2005,0,0
"FSM",2006,0,0
"FSM",2007,0,0
"FSM",2008,0,0
"FSM",2009,0,0
"FSM",2010,0,0
"FSM",2011,0,0
"FSM",2012,0,0
"FSM",2013,0,0
"FSM",2014,0,0
"FSM",2015,0,0
"FSM",2016,0,0
"FSM",2017,0,0
"FSM",2018,0,0
"FSM",2019,0,0
"GAB",2000,0,0
"GAB",2001,0,0
"GAB",2002,0,0
"GAB",2003,0,0
"GAB",2004,0,0
"GAB",2005,0,0
"GAB",2006,0,0
"GAB",2007,0,0
"GAB",2008,0,0
"GAB",2009,0,0
"GAB",2010,0,0
"GAB",2011,0,0
"GAB",2012,0,0
"GAB",2013,0,0
"GAB",2014,0,0
"GAB",2015,0,0
"GAB",2016,0,0
"GAB",2017,0,0
"GAB",2018,0,0
"GAB",2019,0,0
"GBR",2000,0,0
"GBR",2001,1,0
"GBR",2002,1,0
"GBR",2003,3,0
"GBR",2004,1,0
"GBR",2005,1,0
"GBR",2006,53,1
"GBR",2007,0,0
"GBR",2008,0,0
"GBR",2009,0,0
"GBR",2010,2,0
"GBR",2011,0,0
"GBR",2012,1,0
"GBR",2013,0,0
"GBR",2014,0,0
"GBR",2015,0,0
"GBR",2016,0,0
"GBR",2017,0,0
"GBR",2018,0,0
"GBR",2019,0,0
"GEO",2000,0,0
"GEO",2001,0,0
"GEO",2002,0,0
"GEO",2003,0,0
"GEO",2004,0,0
"GEO",2005,27,1
"GEO",2006,0,0
"GEO",2007,0,0
"GEO",2008,0,0
"GEO",2009,621,1
"GEO",2010,0,0
"GEO",2011,3,0
"GEO",2012,0,0
"GEO",2013,0,0
"GEO",2014,0,0
"GEO",2015,0,0
"GEO",2016,0,0
"GEO",2017,0,0
"GEO",2018,0,0
"GEO",2019,0,0
"GHA",2000,0,0
"GHA",2001,30,1
"GHA",2002,50,1
"GHA",2003,36,1
"GHA",2004,0,0
"GHA",2005,0,0
"GHA",2006,0,0
"GHA",2007,0,0
"GHA",2008,0,0
"GHA",2009,55,1
"GHA",2010,8,0
"GHA",2011,1,0
"GHA",2012,0,0
"GHA",2013,0,0
"GHA",2014,0,0
"GHA",2015,0,0
"GHA",2016,0,0
"GHA",2017,0,0
"GHA",2018,0,0
"GHA",2019,0,0
"GIN",2000,13,0
"GIN",2001,256,1
"GIN",2002,430,1
"GIN",2003,0,0
"GIN",2004,0,0
"GIN",2005,0,0
"GIN",2006,3,0
"GIN",2007,15,0
"GIN",2008,45,1
"GIN",2009,0,0
"GIN",2010,160,1
"GIN",2011,1,0
"GIN",2012,25,1
"GIN",2013,9,0
"GIN",2014,98,1
"GIN",2015,0,0
"GIN",2016,3,0
"GIN",2017,0,0
"GIN",2018,0,0
"GIN",2019,0,0
"GMB",2000,0,0
"GMB",2001,0,0
"GMB",2002,0,0
"GMB",2003,0,0
"GMB",2004,0,0
"GMB",2005,1,0
"GMB",2006,8,0
"GMB",2007,0,0
"GMB",2008,0,0
"GMB",2009,0,0
"GMB",2010,0,0
"GMB",2011,0,0
"GMB",2012,0,0
"GMB",2013,1,0
"GMB",2014,0,0
"GMB",2015,0,0
"GMB",2016,0,0
"GMB",2017,0,0
"GMB",2018,0,0
"GMB",2019,0,0
"GNB",2000,199,1
"GNB",2001,0,0
"GNB",2002,0,0
"GNB",2003,0,0
"GNB",2004,0,0
"GNB",2005,0,0
"GNB",2006,0,0
"GNB",2007,0,0
"GNB",2008,0,0
"GNB",2009,0,0
"GNB",2010,0,0
"GNB",2011,0,0
"GNB",2012,0,0
"GNB",2013,0,0
"GNB",2014,0,0
"GNB",2015,0,0
"GNB",2016,0,0
"GNB",2017,0,0
"GNB",2018,0,0
"GNB",2019,0,0
"GNQ",2000,0,0
"GNQ",2001,0,0
"GNQ",2002,0,0
"GNQ",2003,0,0
"GNQ",2004,0,0
"GNQ",2005,0,0
"GNQ",2006,0,0
"GNQ",2007,0,0
"GNQ",2008,0,0
"GNQ",2009,0,0
"GNQ",2010,0,0
"GNQ",2011,0,0
"GNQ",2012,0,0
"GNQ",2013,0,0
"GNQ",2014,0,0
"GNQ",2015,0,0
"GNQ",2016,0,0
"GNQ",2017,0,0
"GNQ",2018,0,0
"GNQ",2019,0,0
"GRC",2000,0,0
"GRC",2001,0,0
"GRC",2002,0,0
"GRC",2003,0,0
"GRC",2004,0,0
"GRC",2005,0,0
"GRC",2006,0,0
"GRC",2007,0,0
"GRC",2008,0,0
"GRC",2009,0,0
"GRC",2010,0,0
"GRC",2011,0,0
"GRC",2012,0,0
"GRC",2013,0,0
"GRC",2014,0,0
"GRC",2015,0,0
"GRC",2016,0,0
"GRC",2017,0,0
"GRC",2018,0,0
"GRC",2019,0,0
"GRD",2000,0,0
"GRD",2001,0,0
"GRD",2002,0,0
"GRD",2003,0,0
"GRD",2004,0,0
"GRD",2005,0,0
"GRD",2006,0,0
"GRD",2007,0,0
"GRD",2008,0,0
"GRD",2009,0,0
"GRD",2010,0,0
"GRD",2011,0,0
"GRD",2012,0,0
"GRD",2013,0,0
"GRD",2014,0,0
"GRD",2015,0,0
"GRD",2016,0,0
"GRD",2017,0,0
"GRD",2018,0,0
"GRD",2019,0,0
"GTM",2000,0,0
"GTM",2001,0,0
"GTM",2002,5,0
"GTM",2003,2,0
"GTM",2004,0,0
"GTM",2005,1,0
"GTM",2006,58,1
"GTM",2007,0,0
"GTM",2008,5,0
"GTM",2009,41,1
"GTM",2010,1,0
"GTM",2011,0,0
"GTM",2012,27,1
"GTM",2013,0,0
"GTM",2014,0,0
"GTM",2015,0,0
"GTM",2016,20,0
"GTM",2017,0,0
"GTM",2018,0,0
"GTM",2019,0,0
"GUY",2000,0,0
"GUY",2001,0,0
"GUY",2002,0,0
"GUY",2003,0,0
"GUY",2004,0,0
"GUY",2005,0,0
"GUY",2006,0,0
"GUY",2007,0,0
"GUY",2008,0,0
"GUY",2009,29,1
"GUY",2010,0,0
"GUY",2011,0,0
"GUY",2012,0,0
"GUY",2013,0,0
"GUY",2014,0,0
"GUY",2015,0,0
"GUY",2016,0,0
"GUY",2017,0,0
"GUY",2018,0,0
"GUY",2019,0,0
"HND",2000,9,0
"HND",2001,6,0
"HND",2002,0,0
"HND",2003,1,0
"HND",2004,47,1
"HND",2005,30,1
"HND",2006,0,0
"HND",2007,0,0
"HND",2008,0,0
"HND",2009,18,0
"HND",2010,0,0
"HND",2011,58,1
"HND",2012,18,0
"HND",2013,18,0
"HND",2014,0,0
"HND",2015,21,0
"HND",2016,0,0
"HND",2017,10,0
"HND",2018,0,0
"HND",2019,0,0
"HRV",2000,0,0
"HRV",2001,0,0
"HRV",2002,0,0
"HRV",2003,0,0
"HRV",2004,0,0
"HRV",2005,0,0
"HRV",2006,0,0
"HRV",2007,0,0
"HRV",2008,0,0
"HRV",2009,0,0
"HRV",2010,0,0
"HRV",2011,0,0
"HRV",2012,0,0
"HRV",2013,0,0
"HRV",2014,0,0
"HRV",2015,0,0
"HRV",2016,0,0
"HRV",2017,0,0
"HRV",2018,0,0
"HRV",2019,0,0
"HTI",2000,11,0
"HTI",2001,0,0
"HTI",2002,0,0
"HTI",2003,0,0
"HTI",2004,0,0
"HTI",2005,231,1
"HTI",2006,40,1
"HTI",2007,0,0
"HTI",2008,0,0
"HTI",2009,0,0
"HTI",2010,0,0
"HTI",2011,0,0
"HTI",2012,0,0
"HTI",2013,0,0
"HTI",2014,0,0
"HTI",2015,0,0
"HTI",2016,0,0
"HTI",2017,0,0
"HTI",2018,8,0
"HTI",2019,71,1
"HUN",2000,0,0
"HUN",2001,0,0
"HUN",2002,0,0
"HUN",2003,0,0
"HUN",2004,0,0
"HUN",2005,0,0
"HUN",2006,0,0
"HUN",2007,0,0
"HUN",2008,0,0
"HUN",2009,0,0
"HUN",2010,0,0
"HUN",2011,0,0
"HUN",2012,0,0
"HUN",2013,0,0
"HUN",2014,0,0
"HUN",2015,0,0
"HUN",2016,0,0
"HUN",2017,0,0
"HUN",2018,0,0
"HUN",2019,0,0
"IDN",2000,1805,1
"IDN",2001,917,1
"IDN",2002,834,1
"IDN",2003,762,1
"IDN",2004,1068,1
"IDN",2005,1082,1
"IDN",2006,242,1
"IDN",2007,13,0
"IDN",2008,2,0
"IDN",2009,6,0
"IDN",2010,0,0
"IDN",2011,0,0
"IDN",2012,9,0
"IDN",2013,1,0
"IDN",2014,20,0
"IDN",2015,12,0
"IDN",2016,4,0
"IDN",2017,0,0
"IDN",2018,2,0
"IDN",2019,32,1
"IND",2000,2563,1
"IND",2001,4093,1
"IND",2002,1730,1
"IND",2003,3035,1
"IND",2004,2426,1
"IND",2005,1642,1
"IND",2006,2015,1
"IND",2007,2155,1
"IND",2008,1720,1
"IND",2009,1856,1
"IND",2010,1621,1
"IND",2011,1633,1
"IND",2012,798,1
"IND",2013,801,1
"IND",2014,702,1
"IND",2015,734,1
"IND",2016,622,1
"IND",2017,761,1
"IND",2018,847,1
"IND",2019,950,1
"IRL",2000,0,0
"IRL",2001,0,0
"IRL",2002,0,0
"IRL",2003,0,0
"IRL",2004,0,0
"IRL",2005,0,0
"IRL",2006,0,0
"IRL",2007,0,0
"IRL",2008,0,0
"IRL",2009,0,0
"IRL",2010,0,0
"IRL",2011,0,0
"IRL",2012,0,0
"IRL",2013,0,0
"IRL",2014,0,0
"IRL",2015,0,0
"IRL",2016,0,0
"IRL",2017,0,0
"IRL",2018,0,0
"IRL",2019,0,0
"IRN",2000,19,0
"IRN",2001,41,1
"IRN",2002,112,1
"IRN",2003,0,0
"IRN",2004,2,0
"IRN",2005,0,0
"IRN",2006,53,1
"IRN",2007,61,1
"IRN",2008,86,1
"IRN",2009,117,1
"IRN",2010,167,1
"IRN",2011,101,1
"IRN",2012,220,1
"IRN",2013,17,0
"IRN",2014,11,0
"IRN",2015,5,0
"IRN",2016,25,1
"IRN",2017,69,1
"IRN",2018,58,1
"IRN",2019,92,1
"IRQ",2000,308,1
"IRQ",2001,193,1
"IRQ",2002,56,1
"IRQ",2003,111,1
"IRQ",2004,8021,1
"IRQ",2005,4366,1
"IRQ",2006,3521,1
"IRQ",2007,4598,1
"IRQ",2008,4489,1
"IRQ",2009,2765,1
"IRQ",2010,1720,1
"IRQ",2011,1857,1
"IRQ",2012,1399,1
"IRQ",2013,1407,1
"IRQ",2014,4010,1
"IRQ",2015,16437,1
"IRQ",2016,11303,1
"IRQ",2017,12025,1
"IRQ",2018,11400,1
"IRQ",2019,1443,1
"ISL",2000,0,0
"ISL",2001,0,0
"ISL",2002,0,0
"ISL",2003,0,0
"ISL",2004,0,0
"ISL",2005,0,0
"ISL",2006,0,0
"ISL",2007,0,0
"ISL",2008,0,0
"ISL",2009,0,0
"ISL",2010,0,0
"ISL",2011,0,0
"ISL",2012,0,0
"ISL",2013,0,0
"ISL",2014,0,0
"ISL",2015,0,0
"ISL",2016,0,0
"ISL",2017,0,0
"ISL",2018,0,0
"ISL",2019,0,0
"ITA",2000,0,0
"ITA",2001,0,0
"ITA",2002,0,0
"ITA",2003,0,0
"ITA",2004,0,0
"ITA",2005,0,0
"ITA",2006,0,0
"ITA",2007,0,0
"ITA",2008,0,0
"ITA",2009,0,0
"ITA",2010,0,0
"ITA",2011,0,0
"ITA",2012,0,0
"ITA",2013,0,0
"ITA",2014,0,0
"ITA",2015,0,0
"ITA",2016,0,0
"ITA",2017,0,0
"ITA",2018,0,0
"ITA",2019,0,0
"JAM",2000,0,0
"JAM",2001,0,0
"JAM",2002,116,1
"JAM",2003,15,0
"JAM",2004,7,0
"JAM",2005,0,0
"JAM",2006,0,0
"JAM",2007,0,0
"JAM",2008,0,0
"JAM",2009,0,0
"JAM",2010,0,0
"JAM",2011,0,0
"JAM",2012,0,0
"JAM",2013,0,0
"JAM",2014,0,0
"JAM",2015,0,0
"JAM",2016,0,0
"JAM",2017,0,0
"JAM",2018,0,0
"JAM",2019,0,0
"JOR",2000,0,0
"JOR",2001,0,0
"JOR",2002,0,0
"JOR",2003,0,0
"JOR",2004,0,0
"JOR",2005,0,0
"JOR",2006,59,1
"JOR",2007,0,0
"JOR",2008,0,0
"JOR",2009,0,0
"JOR",2010,0,0
"JOR",2011,0,0
"JOR",2012,0,0
"JOR",2013,0,0
"JOR",2014,0,0
"JOR",2015,0,0
"JOR",2016,1,0
"JOR",2017,37,1
"JOR",2018,0,0
"JOR",2019,0,0
"JPN",2000,0,0
"JPN",2001,0,0
"JPN",2002,0,0
"JPN",2003,0,0
"JPN",2004,0,0
"JPN",2005,0,0
"JPN",2006,0,0
"JPN",2007,0,0
"JPN",2008,0,0
"JPN",2009,0,0
"JPN",2010,0,0
"JPN",2011,0,0
"JPN",2012,0,0
"JPN",2013,0,0
"JPN",2014,0,0
"JPN",2015,0,0
"JPN",2016,0,0
"JPN",2017,0,0
"JPN",2018,0,0
"JPN",2019,0,0
"KAZ",2000,0,0
"KAZ",2001,0,0
"KAZ",2002,0,0
"KAZ",2003,0,0
"KAZ",2004,0,0
"KAZ",2005,0,0
"KAZ",2006,0,0
"KAZ",2007,0,0
"KAZ",2008,0,0
"KAZ",2009,0,0
"KAZ",2010,0,0
"KAZ",2011,0,0
"KAZ",2012,0,0
"KAZ",2013,0,0
"KAZ",2014,0,0
"KAZ",2015,0,0
"KAZ",2016,0,0
"KAZ",2017,0,0
"KAZ",2018,0,0
"KAZ",2019,0,0
"KEN",2000,229,1
"KEN",2001,254,1
"KEN",2002,192,1
"KEN",2003,45,1
"KEN",2004,7,0
"KEN",2005,20,0
"KEN",2006,215,1
"KEN",2007,219,1
"KEN",2008,200,1
"KEN",2009,783,1
"KEN",2010,170,1
"KEN",2011,87,1
"KEN",2012,144,1
"KEN",2013,309,1
"KEN",2014,267,1
"KEN",2015,344,1
"KEN",2016,389,1
"KEN",2017,130,1
"KEN",2018,228,1
"KEN",2019,164,1
"KGZ",2000,14,0
"KGZ",2001,174,1
"KGZ",2002,0,0
"KGZ",2003,0,0
"KGZ",2004,0,0
"KGZ",2005,0,0
"KGZ",2006,0,0
"KGZ",2007,6,0
"KGZ",2008,0,0
"KGZ",2009,0,0
"KGZ",2010,0,0
"KGZ",2011,44,1
"KGZ",2012,0,0
"KGZ",2013,0,0
"KGZ",2014,0,0
"KGZ",2015,0,0
"KGZ",2016,1,0
"KGZ",2017,0,0
"KGZ",2018,0,0
"KGZ",2019,0,0
"KHM",2000,0,0
"KHM",2001,4,0
"KHM",2002,0,0
"KHM",2003,0,0
"KHM",2004,1,0
"KHM",2005,0,0
"KHM",2006,0,0
"KHM",2007,0,0
"KHM",2008,2,0
"KHM",2009,2,0
"KHM",2010,2,0
"KHM",2011,0,0
"KHM",2012,10,0
"KHM",2013,1,0
"KHM",2014,0,0
"KHM",2015,0,0
"KHM",2016,0,0
"KHM",2017,0,0
"KHM",2018,0,0
"KHM",2019,0,0
"KIR",2000,0,0
"KIR",2001,0,0
"KIR",2002,0,0
"KIR",2003,0,0
"KIR",2004,0,0
"KIR",2005,0,0
"KIR",2006,0,0
"KIR",2007,0,0
"KIR",2008,0,0
"KIR",2009,0,0
"KIR",2010,0,0
"KIR",2011,0,0
"KIR",2012,0,0
"KIR",2013,0,0
"KIR",2014,0,0
"KIR",2015,0,0
"KIR",2016,0,0
"KIR",2017,0,0
"KIR",2018,0,0
"KIR",2019,0,0
"KOR",2000,0,0
"KOR",2001,0,0
"KOR",2002,0,0
"KOR",2003,0,0
"KOR",2004,0,0
"KOR",2005,0,0
"KOR",2006,0,0
"KOR",2007,0,0
"KOR",2008,0,0
"KOR",2009,0,0
"KOR",2010,0,0
"KOR",2011,0,0
"KOR",2012,0,0
"KOR",2013,0,0
"KOR",2014,0,0
"KOR",2015,0,0
"KOR",2016,0,0
"KOR",2017,0,0
"KOR",2018,0,0
"KOR",2019,0,0
"KWT",2000,0,0
"KWT",2001,0,0
"KWT",2002,0,0
"KWT",2003,0,0
"KWT",2004,0,0
"KWT",2005,0,0
"KWT",2006,0,0
"KWT",2007,0,0
"KWT",2008,0,0
"KWT",2009,0,0
"KWT",2010,0,0
"KWT",2011,0,0
"KWT",2012,0,0
"KWT",2013,0,0
"KWT",2014,0,0
"KWT",2015,0,0
"KWT",2016,26,1
"KWT",2017,0,0
"KWT",2018,0,0
"KWT",2019,0,0
"LAO",2000,2,0
"LAO",2001,7,0
"LAO",2002,0,0
"LAO",2003,4,0
"LAO",2004,5,0
"LAO",2005,4,0
"LAO",2006,0,0
"LAO",2007,73,1
"LAO",2008,0,0
"LAO",2009,0,0
"LAO",2010,0,0
"LAO",2011,0,0
"LAO",2012,0,0
"LAO",2013,0,0
"LAO",2014,0,0
"LAO",2015,0,0
"LAO",2016,0,0
"LAO",2017,0,0
"LAO",2018,0,0
"LAO",2019,0,0
"LBN",2000,74,1
"LBN",2001,56,1
"LBN",2002,4,0
"LBN",2003,0,0
"LBN",2004,1,0
"LBN",2005,0,0
"LBN",2006,3,0
"LBN",2007,747,1
"LBN",2008,0,0
"LBN",2009,38,1
"LBN",2010,0,0
"LBN",2011,0,0
"LBN",2012,4,0
"LBN",2013,53,1
"LBN",2014,179,1
"LBN",2015,228,1
"LBN",2016,200,1
"LBN",2017,56,1
"LBN",2018,297,1
"LBN",2019,2,0
"LBR",2000,70,1
"LBR",2001,101,1
"LBR",2002,481,1
"LBR",2003,2259,1
"LBR",2004,3281,1
"LBR",2005,0,0
"LBR",2006,0,0
"LBR",2007,0,0
"LBR",2008,0,0
"LBR",2009,0,0
"LBR",2010,0,0
"LBR",2011,0,0
"LBR",2012,0,0
"LBR",2013,0,0
"LBR",2014,0,0
"LBR",2015,0,0
"LBR",2016,0,0
"LBR",2017,0,0
"LBR",2018,0,0
"LBR",2019,0,0
"LBY",2000,0,0
"LBY",2001,0,0
"LBY",2002,0,0
"LBY",2003,0,0
"LBY",2004,0,0
"LBY",2005,0,0
"LBY",2006,0,0
"LBY",2007,0,0
"LBY",2008,0,0
"LBY",2009,6,0
"LBY",2010,0,0
"LBY",2011,0,0
"LBY",2012,3914,1
"LBY",2013,378,1
"LBY",2014,36,1
"LBY",2015,1455,1
"LBY",2016,1594,1
"LBY",2017,2349,1
"LBY",2018,1096,1
"LBY",2019,670,1
"LCA",2000,0,0
"LCA",2001,0,0
"LCA",2002,0,0
"LCA",2003,0,0
"LCA",2004,0,0
"LCA",2005,0,0
"LCA",2006,0,0
"LCA",2007,0,0
"LCA",2008,0,0
"LCA",2009,0,0
"LCA",2010,0,0
"LCA",2011,0,0
"LCA",2012,0,0
"LCA",2013,0,0
"LCA",2014,0,0
"LCA",2015,0,0
"LCA",2016,0,0
"LCA",2017,0,0
"LCA",2018,0,0
"LCA",2019,0,0
"LKA",2000,1948,1
"LKA",2001,2569,1
"LKA",2002,1162,1
"LKA",2003,17,0
"LKA",2004,33,1
"LKA",2005,84,1
"LKA",2006,130,1
"LKA",2007,2173,1
"LKA",2008,2564,1
"LKA",2009,8453,1
"LKA",2010,10418,1
"LKA",2011,0,0
"LKA",2012,2,0
"LKA",2013,0,0
"LKA",2014,5,0
"LKA",2015,0,0
"LKA",2016,0,0
"LKA",2017,0,0
"LKA",2018,1,0
"LKA",2019,0,0
"LSO",2000,0,0
"LSO",2001,0,0
"LSO",2002,0,0
"LSO",2003,0,0
"LSO",2004,0,0
"LSO",2005,0,0
"LSO",2006,0,0
"LSO",2007,0,0
"LSO",2008,0,0
"LSO",2009,0,0
"LSO",2010,0,0
"LSO",2011,0,0
"LSO",2012,0,0
"LSO",2013,0,0
"LSO",2014,0,0
"LSO",2015,0,0
"LSO",2016,0,0
"LSO",2017,0,0
"LSO",2018,0,0
"LSO",2019,0,0
"LTU",2000,0,0
"LTU",2001,0,0
"LTU",2002,0,0
"LTU",2003,0,0
"LTU",2004,0,0
"LTU",2005,0,0
"LTU",2006,0,0
"LTU",2007,0,0
"LTU",2008,0,0
"LTU",2009,0,0
"LTU",2010,0,0
"LTU",2011,0,0
"LTU",2012,0,0
"LTU",2013,0,0
"LTU",2014,0,0
"LTU",2015,0,0
"LTU",2016,0,0
"LTU",2017,0,0
"LTU",2018,0,0
"LTU",2019,0,0
"LUX",2000,0,0
"LUX",2001,0,0
"LUX",2002,0,0
"LUX",2003,0,0
"LUX",2004,0,0
"LUX",2005,0,0
"LUX",2006,0,0
"LUX",2007,0,0
"LUX",2008,0,0
"LUX",2009,0,0
"LUX",2010,0,0
"LUX",2011,0,0
"LUX",2012,0,0
"LUX",2013,0,0
"LUX",2014,0,0
"LUX",2015,0,0
"LUX",2016,0,0
"LUX",2017,0,0
"LUX",2018,0,0
"LUX",2019,0,0
"LVA",2000,0,0
"LVA",2001,0,0
"LVA",2002,0,0
"LVA",2003,0,0
"LVA",2004,0,0
"LVA",2005,0,0
"LVA",2006,0,0
"LVA",2007,0,0
"LVA",2008,0,0
"LVA",2009,0,0
"LVA",2010,0,0
"LVA",2011,0,0
"LVA",2012,0,0
"LVA",2013,0,0
"LVA",2014,0,0
"LVA",2015,0,0
"LVA",2016,0,0
"LVA",2017,0,0
"LVA",2018,0,0
"LVA",2019,0,0
"MAR",2000,0,0
"MAR",2001,0,0
"MAR",2002,0,0
"MAR",2003,0,0
"MAR",2004,34,1
"MAR",2005,0,0
"MAR",2006,0,0
"MAR",2007,0,0
"MAR",2008,0,0
"MAR",2009,0,0
"MAR",2010,0,0
"MAR",2011,0,0
"MAR",2012,0,0
"MAR",2013,0,0
"MAR",2014,0,0
"MAR",2015,0,0
"MAR",2016,0,0
"MAR",2017,0,0
"MAR",2018,0,0
"MAR",2019,0,0
"MDA",2000,0,0
"MDA",2001,0,0
"MDA",2002,0,0
"MDA",2003,0,0
"MDA",2004,0,0
"MDA",2005,0,0
"MDA",2006,0,0
"MDA",2007,0,0
"MDA",2008,0,0
"MDA",2009,0,0
"MDA",2010,0,0
"MDA",2011,0,0
"MDA",2012,0,0
"MDA",2013,0,0
"MDA",2014,0,0
"MDA",2015,0,0
"MDA",2016,0,0
"MDA",2017,0,0
"MDA",2018,0,0
"MDA",2019,0,0
"MDG",2000,0,0
"MDG",2001,0,0
"MDG",2002,0,0
"MDG",2003,79,1
"MDG",2004,0,0
"MDG",2005,0,0
"MDG",2006,0,0
"MDG",2007,0,0
"MDG",2008,0,0
"MDG",2009,0,0
"MDG",2010,113,1
"MDG",2011,0,0
"MDG",2012,0,0
"MDG",2013,15,0
"MDG",2014,0,0
"MDG",2015,0,0
"MDG",2016,0,0
"MDG",2017,0,0
"MDG",2018,1,0
"MDG",2019,0,0
"MDV",2000,0,0
"MDV",2001,0,0
"MDV",2002,0,0
"MDV",2003,0,0
"MDV",2004,0,0
"MDV",2005,0,0
"MDV",2006,0,0
"MDV",2007,0,0
"MDV",2008,0,0
"MDV",2009,0,0
"MDV",2010,0,0
"MDV",2011,0,0
"MDV",2012,0,0
"MDV",2013,0,0
"MDV",2014,0,0
"MDV",2015,0,0
"MDV",2016,0,0
"MDV",2017,0,0
"MDV",2018,0,0
"MDV",2019,0,0
"MEX",2000,0,0
"MEX",2001,0,0
"MEX",2002,0,0
"MEX",2003,26,1
"MEX",2004,0,0
"MEX",2005,220,1
"MEX",2006,204,1
"MEX",2007,669,1
"MEX",2008,1943,1
"MEX",2009,2188,1
"MEX",2010,3598,1
"MEX",2011,3582,1
"MEX",2012,2893,1
"MEX",2013,1699,1
"MEX",2014,776,1
"MEX",2015,1646,1
"MEX",2016,1654,1
"MEX",2017,1320,1
"MEX",2018,1465,1
"MEX",2019,8803,1
"MHL",2000,0,0
"MHL",2001,0,0
"MHL",2002,0,0
"MHL",2003,0,0
"MHL",2004,0,0
"MHL",2005,0,0
"MHL",2006,0,0
"MHL",2007,0,0
"MHL",2008,0,0
"MHL",2009,0,0
"MHL",2010,0,0
"MHL",2011,0,0
"MHL",2012,0,0
"MHL",2013,0,0
"MHL",2014,0,0
"MHL",2015,0,0
"MHL",2016,0,0
"MHL",2017,0,0
"MHL",2018,0,0
"MHL",2019,0,0
"MKD",2000,6,0
"MKD",2001,3,0
"MKD",2002,72,1
"MKD",2003,0,0
"MKD",2004,0,0
"MKD",2005,0,0
"MKD",2006,0,0
"MKD",2007,0,0
"MKD",2008,0,0
"MKD",2009,0,0
"MKD",2010,0,0
"MKD",2011,0,0
"MKD",2012,0,0
"MKD",2013,0,0
"MKD",2014,0,0
"MKD",2015,0,0
"MKD",2016,0,0
"MKD",2017,0,0
"MKD",2018,0,0
"MKD",2019,0,0
"MLI",2000,59,1
"MLI",2001,0,0
"MLI",2002,0,0
"MLI",2003,5,0
"MLI",2004,0,0
"MLI",2005,20,0
"MLI",2006,12,0
"MLI",2007,0,0
"MLI",2008,39,1
"MLI",2009,113,1
"MLI",2010,127,1
"MLI",2011,28,1
"MLI",2012,23,0
"MLI",2013,359,1
"MLI",2014,881,1
"MLI",2015,291,1
"MLI",2016,256,1
"MLI",2017,182,1
"MLI",2018,605,1
"MLI",2019,1281,1
"MLT",2000,0,0
"MLT",2001,0,0
"MLT",2002,0,0
"MLT",2003,0,0
"MLT",2004,0,0
"MLT",2005,0,0
"MLT",2006,0,0
"MLT",2007,0,0
"MLT",2008,0,0
"MLT",2009,0,0
"MLT",2010,0,0
"MLT",2011,0,0
"MLT",2012,0,0
"MLT",2013,0,0
"MLT",2014,0,0
"MLT",2015,0,0
"MLT",2016,0,0
"MLT",2017,0,0
"MLT",2018,0,0
"MLT",2019,0,0
"MMR",2000,369,1
"MMR",2001,748,1
"MMR",2002,385,1
"MMR",2003,543,1
"MMR",2004,272,1
"MMR",2005,177,1
"MMR",2006,447,1
"MMR",2007,452,1
"MMR",2008,700,1
"MMR",2009,102,1
"MMR",2010,225,1
"MMR",2011,185,1
"MMR",2012,810,1
"MMR",2013,971,1
"MMR",2014,358,1
"MMR",2015,256,1
"MMR",2016,705,1
"MMR",2017,183,1
"MMR",2018,2395,1
"MMR",2019,122,1
"MNE",2000,0,0
"MNE",2001,0,0
"MNE",2002,0,0
"MNE",2003,0,0
"MNE",2004,0,0
"MNE",2005,0,0
"MNE",2006,0,0
"MNE",2007,0,0
"MNE",2008,0,0
"MNE",2009,0,0
"MNE",2010,0,0
"MNE",2011,0,0
"MNE",2012,0,0
"MNE",2013,0,0
"MNE",2014,0,0
"MNE",2015,0,0
"MNE",2016,0,0
"MNE",2017,0,0
"MNE",2018,0,0
"MNE",2019,0,0
"MNG",2000,0,0
"MNG",2001,0,0
"MNG",2002,0,0
"MNG",2003,0,0
"MNG",2004,0,0
"MNG",2005,0,0
"MNG",2006,0,0
"MNG",2007,0,0
"MNG",2008,0,0
"MNG",2009,0,0
"MNG",2010,0,0
"MNG",2011,0,0
"MNG",2012,0,0
"MNG",2013,0,0
"MNG",2014,0,0
"MNG",2015,0,0
"MNG",2016,0,0
"MNG",2017,0,0
"MNG",2018,0,0
"MNG",2019,0,0
"MOZ",2000,0,0
"MOZ",2001,0,0
"MOZ",2002,0,0
"MOZ",2003,0,0
"MOZ",2004,0,0
"MOZ",2005,1,0
"MOZ",2006,13,0
"MOZ",2007,0,0
"MOZ",2008,0,0
"MOZ",2009,0,0
"MOZ",2010,0,0
"MOZ",2011,7,0
"MOZ",2012,0,0
"MOZ",2013,2,0
"MOZ",2014,45,1
"MOZ",2015,30,1
"MOZ",2016,3,0
"MOZ",2017,68,1
"MOZ",2018,3,0
"MOZ",2019,173,1
"MRT",2000,0,0
